9.0
10.0
15.0
22.0
15.0
35.0
15.0
13.0
15.0
67.0
58.0
54.0
30.0
37.0
29.0
25.0
9.0
32.0
48.0
28.0
17.0
48.0
47.0
22.0
10.0
62.0
25.0
18.0
50.0
38.0
15.0
32.0
54.0
61.0
40.0
17.0
18.0
17.0
19.0
33.0
130.0
36.0
36.0
27.0
43.0
28.0
40.0
53.0
36.0
134.0
31.0
42.0
45.0
33.0
44.0
21.0
62.0
60.0
20.0
11.0
27.0
77.0
44.0
32.0
26.0
20.0
54.0
32.0
62.0
12.0
37.0
41.0
21.0
37.0
30.0
22.0
39.0
21.0
45.0
21.0
18.0
12.0
14.0
10.0
9.0
11.0
13.0
12.0
11.0
10.0
19.0
20.0
21.0
24.0
72.0
10.0
14.0
14.0
9.0
10.0
8.0
10.0
10.0
11.0
10.0
12.0
9.0
14.0
14.0
10.0
13.0
8.0
9.0
13.0
12.0
9.0
23.0
30.0
27.0
16.0
24.0
25.0
25.0
103.0
95.0
31.0
33.0
134.0
60.0
237.0
13.0
29.0
135.0
317.0
93.0
22.0
10.0
10.0
10.0
27.0
53.0
68.0
9.0
99.0
16.0
137.0
20.0
258.0
10.0
169.0
195.0
15.0
26.0
19.0
18.0
120.0
13.0
10.0
13.0
72.0
57.0
48.0
63.0
29.0
145.0
34.0
221.0
49.0
46.0
117.0
23.0
22.0
18.0
40.0
24.0
241.0
19.0
18.0
364.0
11.0
10.0
10.0
10.0
9.0
12.0
30.0
190.0
251.0
129.0
240.0
135.0
73.0
74.0
454.0
278.0
114.0
60.0
32.0
24.0
16.0
34.0
155.0
25.0
18.0
10.0
142.0
113.0
22.0
18.0
24.0
29.0
113.0
19.0
255.0
172.0
164.0
